1 2324 2310 0.1662337662337662 0 0 18.05182926829268 18.10894941634241 12.97246127366609 14.32034632034632 369.86361640600137 366.51865519036295 266.94846709187675 266.94846709187675
1 2584 2467 0.9921259842519685 1 1 5.837675350701403 6.375 6.857198142414861 7.14471017430077 166.61383928571428 146.20411163007253 76.3460936975813 76.3460936975813
1 865 1731 0.7878787878787878 1 0 8.835164835164836 6.65 7.143352601156069 7.280762564991334 128.15826923076935 125.9178843134887 75.84072170804252 75.84072170804252
1 1894 1692 1.0 1 1 6.908771929824561 7.587234042553191 8.747096092925027 8.739952718676124 143.73175192394754 99.79518621114175 135.79929198971027 135.79929198971027
1 2024 1589 1.0 1 1 7.347682119205298 8.336448598130842 9.1151185770751 9.438640654499684 144.5783911258627 127.45858734265978 140.98822992665112 140.98822992665112
1 2596 2710 0.9957627118644068 1 0 15.10433070866142 14.60628465804067 13.25500770416025 13.46236162361624 133.60654090972773 164.35328833157692 264.3841236131936 264.3841236131936
1 1749 1470 1.0 1 1 8.412037037037036 8.581818181818182 7.778158947970269 7.721768707482993 134.07360881542695 166.8163365912209 152.63117534122762 152.63117534122762
1 3820 3827 0.99644128113879 0 1 14.5831960461285 14.53094462540717 12.73193717277487 12.75725111053044 201.96565480800922 224.69777364031435 300.9071999122834 300.9071999122834
1 2741 2621 0.8666666666666667 1 1 13.16150442477876 12.86577181208054 11.96205764319591 11.79435330026707 121.95513715598379 123.13099596679454 203.2710886519116 203.2710886519116
1 1656 1671 1.0 1 1 9.667785234899329 9.523809523809524 5.164855072463768 5.179533213644524 173.57641723356042 169.74533804783545 138.74516580025428 138.74516580025428
1 3791 3674 1.0 1 1 7.919104991394148 7.371171171171171 9.182537589026643 9.011431682090365 119.07664637610549 141.45817200446712 111.6453927692924 111.6453927692924
1 2485 2340 0.9947643979057592 1 1 7.063424947145877 7.541371158392435 9.781086519114687 10.24316239316239 147.46814658328165 112.26659038390194 2006.1565034472449 2006.1565034472449
-1 2144 2324 0.172972972972973 0 0 18.40191387559809 18.05182926829268 14.13013059701493 12.97246127366609 366.51865519036295 354.78583365765485 451.1990175202549 451.1990175202549
-1 2584 2217 0.3802083333333333 0 0 5.837675350701403 11.23383084577114 6.857198142414861 11.09111411817772 167.37318383208313 146.20411163007253 76.3460936975813 76.3460936975813
-1 865 986 0.3072625698324022 0 0 8.835164835164836 8.303370786516854 7.143352601156069 9.892494929006086 134.34616841307917 125.9178843134887 75.84072170804252 75.84072170804252
-1 2278 1894 0.2697095435684647 0 0 10.14146341463415 6.908771929824561 10.46839332748025 8.747096092925027 99.79518621114175 122.70681737061277 301.51941366092024 301.51941366092024
-1 1934 2596 0.1364902506963788 0 0 16.80789473684211 15.10433070866142 18.0506721820062 13.25500770416025 164.35328833157692 106.50783240997238 695.1370393620404 695.1370393620404
-1 1749 2119 0.4478260869565217 0 1 8.412037037037036 9.89820359281437 7.778158947970269 15.27748938178386 123.81598479687335 166.8163365912209 152.63117534122762 152.63117534122762
-1 3820 5218 0.1476510067114094 0 1 14.5831960461285 13.63409563409563 12.73193717277487 11.87140666922192 138.15301628191452 224.69777364031435 300.9071999122834 300.9071999122834
-1 1074 2741 0.1571815718157182 0 0 14.82183908045977 13.16150442477876 12.64059590316574 11.96205764319591 123.13099596679454 111.76710926146113 240.42576351827117 240.42576351827117
-1 1163 1671 0.514018691588785 1 0 8.706214689265536 9.523809523809524 8.23645743766122 5.179533213644524 173.57641723356042 90.70465064317408 454.6947327640978 454.6947327640978
-1 2377 3791 0.3020408163265306 0 1 8.075829383886257 7.919104991394148 12.34960033655869 9.182537589026643 141.45817200446712 126.98951056804653 671.2513597477155 671.2513597477155
-1 3093 2485 0.3619631901840491 1 1 13.72677595628415 7.063424947145877 11.97381183317168 9.781086519114687 112.26659038390194 166.77234315745474 6041.619424105551 6041.619424105551
1 1953 1645 0.01415094339622642 0 0 11.18363273453094 11.09766454352442 29.96006144393241 35.00121580547112 121.97772278343474 117.59102951781078 6115.132045464627 6115.132045464627
1 322 321 1.0 1 1 21.61702127659574 23.39583333333333 10.44409937888199 10.8785046728972 489.23914930555526 383.72566772295164 763.6940800895036 763.6940800895036
